111;102;29127;Peterson, Collin C.
111;102;29396;Holden, Tim
111;102;29746;McIntyre, Mike
111;102;29721;Boswell, Leonard L.
111;102;29942;Baca, Joe
111;102;20306;Cardoza, Dennis
111;102;20321;Scott, David
111;102;20317;Marshall, Jim
111;102;20349;Herseth Sandlin, Stephanie
111;102;20533;Cuellar, Henry
111;102;20501;Costa, Jim
111;102;20718;Ellsworth, Brad
111;102;20726;Walz, Timothy J.
111;102;20735;Gillibrand, Kirsten E.
111;102;20751;Kagen, Steve
111;102;20944;Schrader, Kurt
111;102;20913;Halvorson, Deborah L.
111;102;20945;Dahlkemper, Kathleen A.
111;102;20937;Massa, Eric J.J.
111;102;20900;Bright, Bobby
111;102;20905;Markey, Betsy
111;102;20921;Kratovil, Frank, Jr.
111;102;20922;Schauer, Mark H.
111;102;20938;Kissell, Larry
111;102;20943;Boccieri, John A.
111;102;29384;Pomeroy, Earl
111;102;20761;Childers, Travis
111;102;20912;Minnick, Walt
111;102;29393;Lucas, Frank D.
111;102;39308;Goodlatte, Robert W.
111;102;29722;Moran, Jerry
111;102;20116;Johnson, Timothy V.
111;102;20124;Graves, Samuel
111;102;20301;Rogers, Mike
111;102;20325;King, Steve
111;102;20353;Neugebauer, Randy
111;102;20521;Foxx, Virginia
111;102;20531;Conaway, K. Michael
111;102;20518;Fortenberry, Jeff
111;102;20540;Schmidt, Jean
111;102;20729;Smith, Adrian
111;102;20755;Latta, Robert E.
111;102;20947;Roe, David P.
111;102;20926;Luetkemeyer, Blaine
111;102;20946;Thompson, Glenn
111;102;20953;Lummis, Cynthia M.
111;102;20956;Murphy, Scott
111;102;20957;Owens, Bill
111;102;20919;Cassidy, Bill
111;104;12036;Obey, David R.
111;104;14072;Murtha, John P., Jr.
111;104;14413;Dicks, Norman D.
111;104;15083;Mollohan, Alan B.
111;104;15029;Kaptur, Marcy
111;104;15124;Visclosky, Peter J.
111;104;15612;Lowey, Nita M.
111;104;29134;Serrano, Jose E.
111;104;29109;DeLauro, Rosa
111;104;29149;Moran, James P., Jr.
111;104;29123;Olver, John W.
111;104;29101;Pastor, Ed
111;104;15438;Price, David E.
111;104;29144;Edwards, Chet
111;104;29564;Kennedy, Patrick J.
111;104;29380;Hinchey, Maurice D.
111;104;29317;Roybal-Allard, Lucille
111;104;29313;Farr, Sam
111;104;29585;Jackson, Jesse L., Jr.
111;104;29733;Kilpatrick, Carolyn C.
111;104;29713;Boyd, Allen
111;104;29559;Fattah, Chaka
111;104;29742;Rothman, Steven R.
111;104;29339;Bishop, Sanford D., Jr.
111;104;29702;Berry, Marion
111;104;29778;Lee, Barbara
111;104;20104;Schiff, Adam
111;104;20103;Honda, Mike
111;104;20122;McCollum, Betty
111;104;20129;Israel, Steve
111;104;20343;Ryan, Timothy J.
111;104;20329;Ruppersberger, C.A. Dutch
111;104;20326;Chandler, A.B.
111;104;20504;Wasserman Schultz, Debbie
111;104;29771;Rodriguez, Ciro D.
111;104;20350;Davis, Lincoln
111;104;20502;Salazar, John T.
111;104;14644;Lewis, Jerry
111;104;13047;Young, C.W. Bill
111;104;14854;Rogers, Harold
111;104;14869;Wolf, Frank R.
111;104;29338;Kingston, Jack
111;104;29541;Frelinghuysen, Rodney P.
111;104;29524;Tiahrt, Todd
111;104;29567;Wamp, Zach
111;104;29522;Latham, Tom
111;104;29701;Aderholt, Robert
111;104;29736;Emerson, Jo Ann
111;104;29762;Granger, Kay
111;104;29910;Simpson, Michael K.
111;104;20139;Culberson, John
111;104;20115;Kirk, Mark
111;104;20111;Crenshaw, Ander
111;104;20125;Rehberg, Dennis
111;104;20356;Carter, John R
111;104;90327;Alexander, Rodney
111;104;29323;Calvert, Ken
111;104;20300;Bonner, Jo
111;104;29553;LaTourette, Steven C.
111;104;20344;Cole, Tom
111;104;20745;Murphy, Patrick J.
111;106;14451;Skelton, Ike
111;106;15064;Spratt, John M., Jr.
111;106;15049;Ortiz, Solomon P.
111;106;15637;Taylor, Gene
111;106;15245;Abercrombie, Neil
111;106;29764;Reyes, Silvestre
111;106;29703;Snyder, Vic
111;106;29768;Smith, Adam
111;106;29709;Sanchez, Loretta
111;106;29746;McIntyre, Mike
111;106;29705;Tauscher, Ellen
111;106;29777;Brady, Robert A.
111;106;29132;Andrews, Robert E.
111;106;20108;Davis, Susan
111;106;20136;Langevin, James
111;106;20145;Larsen, Rick
111;106;15019;Cooper, Jim
111;106;20317;Marshall, Jim
111;106;70701;Bordallo, Madeleine Z. .
111;106;20523;Boren, Dan
111;106;20718;Ellsworth, Brad
111;106;20745;Murphy, Patrick J.
111;106;20712;"Johnson, Henry C. ""Hank"", Jr."
111;106;20731;Shea-Porter, Carol
111;106;20706;Courtney, Joe
111;106;20720;Loebsack, David
111;106;20735;Gillibrand, Kirsten E.
111;106;20744;Sestak, Joe
111;106;20701;Giffords, Gabrielle
111;106;20754;Tsongas, Nicola S. (Niki)
111;106;20950;Nye, Glenn C.
111;106;20920;Pingree, Chellie
111;106;20938;Kissell, Larry
111;106;20930;Heinrich, Martin
111;106;20921;Kratovil, Frank, Jr.
111;106;20937;Massa, Eric J.J.
111;106;20900;Bright, Bobby
111;106;39316;McHugh, John M.
111;106;29356;Bartlett, Roscoe G.
111;106;29315;McKeon, Howard P. (Buck)
111;106;29572;Thornberry, William M. (Mac)
111;106;29546;Jones, Walter B., Jr.
111;106;20123;Akin, W. Todd
111;106;20143;Forbes, J. Randy
111;106;20110;Miller, Jeff
111;106;20138;Wilson, Addison G. (Joe)
111;106;29539;Lobiondo, Frank A.
111;106;20357;Bishop, Rob
111;106;20342;Turner, Mike
111;106;20333;Kline, John
111;106;20301;Rogers, Mike
111;106;20304;Franks, Trent
111;106;20134;Shuster, Bill
111;106;20535;McMorris Rogers, Cathy
111;106;20531;Conaway, K. Michael
111;106;20704;Lamborn, Doug
111;106;20756;Wittman, Robert J.
111;106;20742;Fallin, Mary
111;106;20963;Hunter, Duncan
111;106;20918;Fleming, John
111;106;20906;Coffman, Mike
111;106;20910;Rooney, Thomas J.
111;106;20956;Murphy, Scott
111;106;20957;Owens, Bill
111;106;20523;Boren, Dan
111;106;20958;Garamendi, John J.
111;106;29721;Boswell, Leonard L.
111;106;20712;"Johnson, Henry C. ""Hank"", Jr."
111;106;20135;Platts, Todd Russell
111;113;14824;Frank, Barney
111;113;15104;Kanjorski, Paul E.
111;113;29106;Waters, Maxine
111;113;29379;Maloney, Carolyn B.
111;113;29348;Gutierrez, Luis V.
111;113;29378;Velazquez, Nydia M.
111;113;29383;Watt, Melvin
