110;102;29127;Peterson, Collin C.
110;102;29396;Holden, Tim
110;102;29746;McIntyre, Mike
110;102;29745;Etheridge, Bob
110;102;29721;Boswell, Leonard L.
110;102;29942;Baca, Joe
110;102;20306;Cardoza, Dennis
110;102;20321;Scott, David
110;102;20317;Marshall, Jim
110;102;20349;Herseth Sandlin, Stephanie
110;102;20533;Cuellar, Henry
110;102;20501;Costa, Jim
110;102;20502;Salazar, John T.
110;102;20718;Ellsworth, Brad
110;102;20721;Boyda, Nancy E.
110;102;20741;Space, Zachary T.
110;102;20726;Walz, Timothy J.
110;102;20735;Gillibrand, Kirsten E.
110;102;20751;Kagen, Steve
110;102;29384;Pomeroy, Earl
110;102;20350;Davis, Lincoln
110;102;20507;Barrow, John
110;102;29761;Lampson, Nick
110;102;20717;Donnelly, Joe
110;102;20710;Mahoney, Tim
110;102;20761;Childers, Travis
110;102;39308;Goodlatte, Robert W.
110;102;29300;Everett, Terry
110;102;29393;Lucas, Frank D.
110;102;29722;Moran, Jerry
110;102;29929;Hayes, Robin
110;102;20116;Johnson, Timothy V.
110;102;20124;Graves, Samuel
110;102;20300;Bonner, Jo
110;102;20301;Rogers, Mike
110;102;20325;King, Steve
110;102;20311;Musgrave, Marilyn N.
110;102;20353;Neugebauer, Randy
110;102;20514;Boustany, Charles W. Jr.
110;102;20520;Kuhl, John R. ``Randy'' Jr.
110;102;20521;Foxx, Virginia
110;102;20531;Conaway, K. Michael
110;102;20518;Fortenberry, Jeff
110;102;20540;Schmidt, Jean
110;102;20729;Smith, Adrian
110;102;20703;McCarthy, Kevin
110;102;20725;Walberg, Tim
110;102;20755;Latta, Robert E.
110;104;12036;Obey, David R.
110;104;14072;Murtha, John P., Jr.
110;104;14413;Dicks, Norman D.
110;104;15083;Mollohan, Alan B.
110;104;15029;Kaptur, Marcy
110;104;15124;Visclosky, Peter J.
110;104;15612;Lowey, Nita M.
110;104;29134;Serrano, Jose E.
110;104;29109;DeLauro, Rosa
110;104;29149;Moran, James P., Jr.
110;104;29123;Olver, John W.
110;104;29101;Pastor, Ed
110;104;15438;Price, David E.
110;104;29144;Edwards, Chet
110;104;29100;Cramer, Bud
110;104;29564;Kennedy, Patrick J.
110;104;29380;Hinchey, Maurice D.
110;104;29317;Roybal-Allard, Lucille
110;104;29313;Farr, Sam
110;104;29585;Jackson, Jesse L., Jr.
110;104;29733;Kilpatrick, Carolyn C.
110;104;29713;Boyd, Allen
110;104;29559;Fattah, Chaka
110;104;29742;Rothman, Steven R.
110;104;29339;Bishop, Sanford D., Jr.
110;104;29702;Berry, Marion
110;104;29778;Lee, Barbara
110;104;29924;Udall, Tom
110;104;20104;Schiff, Adam
110;104;20103;Honda, Mike
110;104;20122;McCollum, Betty
110;104;20129;Israel, Steve
110;104;20343;Ryan, Timothy J.
110;104;20329;Ruppersberger, C.A. Dutch
110;104;20326;Chandler, A.B.
110;104;20504;Wasserman Schultz, Debbie
110;104;29771;Rodriguez, Ciro D.
110;104;14644;Lewis, Jerry
110;104;13047;Young, C.W. Bill
110;104;14045;Regula, Ralph S.
110;104;14854;Rogers, Harold
110;104;14869;Wolf, Frank R.
110;104;15630;Walsh, James T.
110;104;29136;Hobson, David L.
110;104;29365;Knollenberg, Joe
110;104;29338;Kingston, Jack
110;104;29541;Frelinghuysen, Rodney P.
110;104;29534;Wicker, Roger F.
110;104;29524;Tiahrt, Todd
110;104;29567;Wamp, Zach
110;104;29522;Latham, Tom
110;104;29701;Aderholt, Robert
110;104;29736;Emerson, Jo Ann
110;104;29762;Granger, Kay
110;104;29751;Peterson, John E.
110;104;89767;Goode, Virgil H., Jr.
110;104;29104;Doolittle, John T.
110;104;29517;LaHood, Ray
110;104;29509;Weldon, Dave
110;104;29910;Simpson, Michael K.
110;104;20139;Culberson, John
110;104;20115;Kirk, Mark
110;104;20111;Crenshaw, Ander
